accession_id,amo_number,description,quantity,category,current_market_value,asset_location,room_number,box_number,mode_of_acquisition,acquisition_date,acquisition_price,remarks,dimensions,status,date_created,date_modified
2024-DOCUMENTS-0180-Warehouse,AMO-14541,DOCUMENTS item #180 with historical significance,79,DOCUMENTS,19878.92563592284,Warehouse-A,Wa5-C,141.0,Donation,02/09/2024,-3091.1034161673624,Remark for item 180,144 cm x 73 cm,ACTIVE,11/18/2024 12:00:00 AM,12/13/2024 12:00:00 AM
2024-SCULPTURE-0181-Goldenberg,AMO-60134,SCULPTURE item #181 with historical significance,92,SCULPTURE,57309.681892136505,Goldenberg,Go3-B,83.0,Transfer,03/01/2024,-4030.0869074985103,Remark for item 181,81 cm x 24 cm,ACTIVE,08/29/2024 12:00:00 AM,09/14/2024 12:00:00 AM
2024-FURNITURE-0182-Warehouse,AMO-30922,FURNITURE item #182 with historical significance,13,FURNITURE,-25354.715319693303,Warehouse-A,Wa2-C,189.0,Donation,,6790.554367500339,Remark for item 182,109 cm x 100 cm,ACTIVE,03/29/2024 12:00:00 AM,04/03/2024 12:00:00 AM
2024-MEMORABILIA-0183-Storage,AMO-57026,MEMORABILIA item #183 with historical significance,76,MEMORABILIA,24791.567349073397,Storage-Facility-7,St1-C,145.0,Transfer,08/18/2024,4120.599085260776,Remark for item 183,,ACTIVE,04/29/2024 12:00:00 AM,05/18/2024 12:00:00 AM
2024-MEMORABILIA-0184-Goldenberg,AMO-79002,MEMORABILIA item #184 with historical significance,62,MEMORABILIA,20708.637731607,Goldenberg,Go1-B,46.0,Transfer,06/02/2024,,Remark for item 184,38 cm x 144 cm,ACTIVE,07/05/2024 12:00:00 AM,08/04/2024 12:00:00 AM
2024-ART-0185-Storage,AMO-96787,ART item #185 with historical significance,51,ART,4693.830678827135,Storage-Facility-7,St5-A,188.0,Purchase,11/16/2024,-3486.2718574291575,Remark for item 185,187 cm x 167 cm,ACTIVE,07/01/2024 12:00:00 AM,07/08/2024 12:00:00 AM
2024-SCULPTURE-0186-Warehouse,AMO-59595,SCULPTURE item #186 with historical significance,40,SCULPTURE,,Warehouse-A,Wa3-A,147.0,Donation,10/02/2024,1379.0227909686316,Remark for item 186,166 cm x 66 cm,INACTIVE,11/23/2024 12:00:00 AM,12/11/2024 12:00:00 AM
2024-ART-0187-Gallery,AMO-28434,ART item #187 with historical significance,43,ART,-11929.042787802791,Gallery-East,Ga1-A,23.0,Purchase,11/21/2024,5875.598667088756,Remark for item 187,,ACTIVE,04/17/2024 12:00:00 AM,04/24/2024 12:00:00 AM
2024-ART-0188-Storage,AMO-43640,ART item #188 with historical significance,14,ART,1323.5654624465337,Storage-Facility-7,St1-A,106.0,Purchase,07/12/2024,-3127.485983962558,,157 cm x 176 cm,ACTIVE,12/17/2024 12:00:00 AM,12/24/2024 12:00:00 AM
2024-MEMORABILIA-0189-Gallery,AMO-19661,MEMORABILIA item #189 with historical significance,5,MEMORABILIA,-3034.646041324836,Gallery-East,Ga3-A,,Purchase,07/06/2024,3064.6572713781215,Remark for item 189,33 cm x 96 cm,ACTIVE,10/31/2024 12:00:00 AM,11/19/2024 12:00:00 AM
2024-DOCUMENTS-0190-Goldenberg,AMO-66534,DOCUMENTS item #190 with historical significance,84,DOCUMENTS,,Goldenberg,Go2-C,49.0,Purchase,09/24/2024,-1818.6227640198736,Remark for item 190,86 cm x 70 cm,ACTIVE,02/19/2024 12:00:00 AM,02/20/2024 12:00:00 AM
2024-DOCUMENTS-0191-Gallery,AMO-30131,DOCUMENTS item #191 with historical significance,7,DOCUMENTS,-15555.509889160785,Gallery-East,Ga3-A,154.0,Purchase,02/01/2024,2218.436057459561,Remark for item 191,131 cm x 39 cm,ACTIVE,06/06/2024 12:00:00 AM,07/01/2024 12:00:00 AM
2024-DOCUMENTS-0192-Gallery,AMO-74106,DOCUMENTS item #192 with historical significance,85,DOCUMENTS,11124.16427771807,Gallery-East,Ga3-A,98.0,Transfer,08/02/2024,-1534.7158768556487,Remark for item 192,78 cm x 154 cm,ACTIVE,02/01/2024 12:00:00 AM,02/05/2024 12:00:00 AM
2024-ART-0193-Goldenberg,AMO-97574,ART item #193 with historical significance,45,ART,-6775.957640458069,Goldenberg,Go5-B,134.0,Transfer,09/22/2024,2160.2496867881814,Remark for item 193,131 cm x 86 cm,ACTIVE,02/10/2024 12:00:00 AM,02/22/2024 12:00:00 AM
2024-ART-0194-Warehouse,AMO-25765,ART item #194 with historical significance,97,ART,-31202.1085374331,Warehouse-A,Wa4-A,,Donation,11/14/2024,-6037.318871882776,Remark for item 194,162 cm x 76 cm,ACTIVE,06/12/2024 12:00:00 AM,07/11/2024 12:00:00 AM
2024-ART-0195-Goldenberg,AMO-60868,ART item #195 with historical significance,72,ART,-12961.1055313109,Goldenberg,Go4-C,4.0,Purchase,10/19/2024,-67.23575855923627,Remark for item 195,47 cm x 155 cm,ACTIVE,10/28/2024 12:00:00 AM,11/15/2024 12:00:00 AM
2024-ART-0196-Goldenberg,AMO-83752,ART item #196 with historical significance,100,ART,12772.689139950115,Goldenberg,Go1-B,168.0,Transfer,10/16/2024,,Remark for item 196,165 cm x 184 cm,ACTIVE,12/21/2024 12:00:00 AM,01/02/2025 12:00:00 AM
2024-ART-0197-Gallery,AMO-53449,ART item #197 with historical significance,89,ART,41883.9054237388,Gallery-East,Ga2-A,6.0,Transfer,05/10/2024,5288.298116010097,Remark for item 197,35 cm x 68 cm,ACTIVE,03/09/2024 12:00:00 AM,03/18/2024 12:00:00 AM
2024-DOCUMENTS-0198-Storage,AMO-45313,DOCUMENTS item #198 with historical significance,94,DOCUMENTS,1001.536750914322,Storage-Facility-7,St4-C,105.0,Transfer,09/28/2024,904.9189604865559,,26 cm x 89 cm,ACTIVE,12/29/2024 12:00:00 AM,01/14/2025 12:00:00 AM
2024-DOCUMENTS-0199-Warehouse,AMO-78719,DOCUMENTS item #199 with historical significance,73,DOCUMENTS,-20063.234115945223,Warehouse-A,Wa1-A,117.0,Donation,,907.4343200380504,Remark for item 199,128 cm x 139 cm,ACTIVE,07/22/2024 12:00:00 AM,08/11/2024 12:00:00 AM
1861-ART-0200-Goldenberg,AMO-58819,ART item #200 with historical significance,1,ART,-2216.465973003458,Goldenberg,Go4-C,142.0,Purchase,03/27/1861,2613.5928016904472,Remark for item 200,82 cm x 17 cm,ACTIVE,07/16/2024 12:00:00 AM,07/17/2024 12:00:00 AM
2024-MEMORABILIA-0201-Warehouse,AMO-39012,MEMORABILIA item #201 with historical significance,83,MEMORABILIA,-15680.773588808075,Warehouse-A,Wa2-C,200.0,Donation,11/01/2024,3596.7325712058614,,12 cm x 67 cm,ACTIVE,05/09/2024 12:00:00 AM,05/28/2024 12:00:00 AM
2024-FURNITURE-0202-Storage,AMO-65549,FURNITURE item #202 with historical significance,49,FURNITURE,43318.47282506444,Storage-Facility-7,St3-B,160.0,Purchase,02/01/2024,456.19925771571206,Remark for item 202,105 cm x 153 cm,ACTIVE,11/27/2024 12:00:00 AM,12/16/2024 12:00:00 AM
2024-SCULPTURE-0203-Storage,AMO-49121,SCULPTURE item #203 with historical significance,88,SCULPTURE,15042.793052473537,Storage-Facility-7,St1-B,71.0,Donation,12/21/2024,4450.719958555563,,24 cm x 163 cm,ACTIVE,07/25/2024 12:00:00 AM,08/15/2024 12:00:00 AM
2024-FURNITURE-0204-Warehouse,AMO-13336,FURNITURE item #204 with historical significance,19,FURNITURE,-5030.511797145906,Warehouse-A,Wa4-B,150.0,Purchase,10/27/2024,2120.462409052084,Remark for item 204,146 cm x 173 cm,ACTIVE,08/31/2024 12:00:00 AM,09/29/2024 12:00:00 AM
2024-FURNITURE-0205-Storage,AMO-32280,FURNITURE item #205 with historical significance,85,FURNITURE,5314.8100195448715,Storage-Facility-7,St5-A,186.0,Purchase,03/22/2024,1488.3804927441586,Remark for item 205,67 cm x 200 cm,ACTIVE,06/06/2024 12:00:00 AM,06/19/2024 12:00:00 AM
2024-FURNITURE-0206-Storage,AMO-44152,FURNITURE item #206 with historical significance,75,FURNITURE,,Storage-Facility-7,St3-B,149.0,Donation,02/16/2024,-2865.0489192773325,Remark for item 206,107 cm x 145 cm,ACTIVE,06/01/2024 12:00:00 AM,06/14/2024 12:00:00 AM
2024-ART-0207-Warehouse,AMO-28004,ART item #207 with historical significance,26,ART,5612.754356473568,Warehouse-A,Wa3-B,47.0,Transfer,08/11/2024,3489.991456227249,Remark for item 207,11 cm x 125 cm,ACTIVE,05/20/2024 12:00:00 AM,05/26/2024 12:00:00 AM
2024-MEMORABILIA-0208-Warehouse,AMO-74169,MEMORABILIA item #208 with historical significance,98,MEMORABILIA,41278.590194876044,Warehouse-A,Wa1-A,123.0,Transfer,01/18/2024,5796.354130426034,Remark for item 208,,ACTIVE,06/13/2024 12:00:00 AM,07/07/2024 12:00:00 AM
2024-SCULPTURE-0209-Warehouse,AMO-12348,SCULPTURE item #209 with historical significance,87,SCULPTURE,58829.56143778891,Warehouse-A,Wa1-C,80.0,Transfer,07/17/2024,-2836.7378144402473,Remark for item 209,86 cm x 84 cm,ACTIVE,08/21/2024 12:00:00 AM,09/13/2024 12:00:00 AM
2024-SCULPTURE-0210-Storage,AMO-66841,SCULPTURE item #210 with historical significance,88,SCULPTURE,26808.015918016954,Storage-Facility-7,St2-B,104.0,Purchase,,1916.7100286917587,Remark for item 210,15 cm x 160 cm,ACTIVE,09/15/2024 12:00:00 AM,09/20/2024 12:00:00 AM
2024-ART-0211-Storage,AMO-95267,ART item #211 with historical significance,5,ART,59745.07333044181,Storage-Facility-7,St4-C,,Purchase,11/04/2024,-3041.491426775757,,116 cm x 123 cm,UNDER_REVIEW,07/13/2024 12:00:00 AM,07/16/2024 12:00:00 AM
2024-SCULPTURE-0212-Storage,AMO-72180,SCULPTURE item #212 with historical significance,90,SCULPTURE,-15993.0460545194,Storage-Facility-7,St2-A,170.0,Transfer,09/09/2024,-1996.9632272201106,Remark for item 212,36 cm x 140 cm,INACTIVE,11/12/2024 12:00:00 AM,11/15/2024 12:00:00 AM
2024-FURNITURE-0213-Goldenberg,AMO-23928,FURNITURE item #213 with historical significance,64,FURNITURE,-48097.39310774517,Goldenberg,Go2-C,52.0,Donation,07/10/2024,-1628.7751084038055,Remark for item 213,186 cm x 133 cm,UNDER_REVIEW,06/18/2024 12:00:00 AM,06/25/2024 12:00:00 AM
2024-ART-0214-Goldenberg,AMO-98032,ART item #214 with historical significance,12,ART,-13978.31653884245,Goldenberg,Go1-C,,Transfer,12/24/2024,1751.968932381038,Remark for item 214,85 cm x 77 cm,ACTIVE,08/25/2024 12:00:00 AM,08/26/2024 12:00:00 AM
2024-ART-0215-Warehouse,AMO-15170,ART item #215 with historical significance,38,ART,13543.899394428985,Warehouse-A,Wa3-C,,Purchase,01/01/2024,10380.854196079432,Remark for item 215,101 cm x 122 cm,ACTIVE,11/14/2024 12:00:00 AM,11/22/2024 12:00:00 AM
2024-ART-0216-Storage,AMO-54921,ART item #216 with historical significance,24,ART,28760.595954651257,Storage-Facility-7,St1-B,123.0,Purchase,11/26/2024,-1884.5182783120154,,50 cm x 36 cm,ACTIVE,08/01/2024 12:00:00 AM,08/30/2024 12:00:00 AM
2024-SCULPTURE-0217-Gallery,AMO-84572,SCULPTURE item #217 with historical significance,87,SCULPTURE,-17460.36678370895,Gallery-East,Ga4-A,176.0,Transfer,12/05/2024,3459.5958575325285,Remark for item 217,122 cm x 21 cm,ACTIVE,02/02/2024 12:00:00 AM,02/10/2024 12:00:00 AM
2024-FURNITURE-0218-Goldenberg,AMO-98857,FURNITURE item #218 with historical significance,68,FURNITURE,-28005.830175516057,Goldenberg,Go5-C,87.0,Transfer,12/23/2024,10157.293829271768,Remark for item 218,133 cm x 98 cm,ACTIVE,12/05/2024 12:00:00 AM,12/26/2024 12:00:00 AM
2024-DOCUMENTS-0219-Warehouse,AMO-83183,DOCUMENTS item #219 with historical significance,79,DOCUMENTS,34486.00301803218,Warehouse-A,Wa1-A,127.0,Transfer,02/25/2024,-1345.8782605235242,Remark for item 219,22 cm x 139 cm,ACTIVE,04/24/2024 12:00:00 AM,05/11/2024 12:00:00 AM
2024-DOCUMENTS-0220-Gallery,AMO-40801,DOCUMENTS item #220 with historical significance,11,DOCUMENTS,,Gallery-East,Ga4-B,81.0,Transfer,08/24/2024,-7565.672645454388,,152 cm x 150 cm,ACTIVE,01/01/2024 12:00:00 AM,01/27/2024 12:00:00 AM
2024-ART-0221-Storage,AMO-76628,ART item #221 with historical significance,72,ART,38846.80935413532,Storage-Facility-7,St2-C,14.0,Transfer,08/11/2024,427.3007737369105,Remark for item 221,178 cm x 103 cm,ACTIVE,08/19/2024 12:00:00 AM,08/22/2024 12:00:00 AM
2024-ART-0222-Warehouse,AMO-10287,ART item #222 with historical significance,44,ART,35945.40779933654,Warehouse-A,Wa3-C,12.0,Purchase,08/05/2024,-6972.138293971835,Remark for item 222,75 cm x 166 cm,ACTIVE,04/10/2024 12:00:00 AM,04/16/2024 12:00:00 AM
2024-ART-0223-Gallery,AMO-38257,ART item #223 with historical significance,59,ART,-9984.375573844321,Gallery-East,Ga2-C,,Purchase,11/19/2024,1026.2184985909157,Remark for item 223,160 cm x 139 cm,ACTIVE,03/09/2024 12:00:00 AM,04/08/2024 12:00:00 AM
2024-DOCUMENTS-0224-Goldenberg,AMO-79515,DOCUMENTS item #224 with historical significance,95,DOCUMENTS,6174.514844118551,Goldenberg,Go1-C,46.0,Purchase,03/24/2024,-1250.3273573962183,,165 cm x 92 cm,ACTIVE,09/15/2024 12:00:00 AM,10/13/2024 12:00:00 AM
2024-DOCUMENTS-0225-Gallery,AMO-89822,DOCUMENTS item #225 with historical significance,89,DOCUMENTS,20571.24830868747,Gallery-East,Ga2-B,35.0,Purchase,10/23/2024,-4338.102146912972,Remark for item 225,150 cm x 90 cm,ACTIVE,12/30/2024 12:00:00 AM,01/22/2025 12:00:00 AM
2024-SCULPTURE-0226-Warehouse,AMO-36330,SCULPTURE item #226 with historical significance,27,SCULPTURE,1440.5128744676626,Warehouse-A,Wa5-C,182.0,Purchase,03/17/2024,1601.4781585594942,Remark for item 226,100 cm x 153 cm,INACTIVE,09/02/2024 12:00:00 AM,09/20/2024 12:00:00 AM
2024-SCULPTURE-0227-Gallery,AMO-98374,SCULPTURE item #227 with historical significance,96,SCULPTURE,17860.970851468726,Gallery-East,Ga5-B,,Purchase,11/02/2024,4558.074390444449,Remark for item 227,83 cm x 184 cm,ACTIVE,05/08/2024 12:00:00 AM,05/12/2024 12:00:00 AM
2024-ART-0228-Storage,AMO-36738,ART item #228 with historical significance,97,ART,,Storage-Facility-7,St5-A,190.0,Purchase,04/24/2024,-4623.210459189346,Remark for item 228,188 cm x 83 cm,ACTIVE,12/20/2024 12:00:00 AM,01/10/2025 12:00:00 AM
2024-ART-0229-Gallery,AMO-60797,ART item #229 with historical significance,54,ART,-33352.854268390554,Gallery-East,Ga3-C,200.0,Donation,08/27/2024,7388.384109492546,Remark for item 229,104 cm x 160 cm,ACTIVE,10/06/2024 12:00:00 AM,10/29/2024 12:00:00 AM
2024-SCULPTURE-0230-Warehouse,AMO-35362,SCULPTURE item #230 with historical significance,38,SCULPTURE,13307.850299489792,Warehouse-A,Wa4-A,132.0,Transfer,01/14/2024,-2742.432682782768,Remark for item 230,75 cm x 11 cm,ACTIVE,06/18/2024 12:00:00 AM,07/02/2024 12:00:00 AM
2024-MEMORABILIA-0231-Goldenberg,AMO-30146,MEMORABILIA item #231 with historical significance,42,MEMORABILIA,43778.799388063075,Goldenberg,Go5-A,147.0,Transfer,02/26/2024,1578.3731714642934,Remark for item 231,143 cm x 27 cm,ACTIVE,09/15/2024 12:00:00 AM,09/20/2024 12:00:00 AM
2024-DOCUMENTS-0232-Gallery,AMO-22051,DOCUMENTS item #232 with historical significance,45,DOCUMENTS,34482.429601595664,Gallery-East,Ga2-A,193.0,Transfer,08/18/2024,1337.5924070505448,Remark for item 232,,ACTIVE,12/08/2024 12:00:00 AM,12/19/2024 12:00:00 AM
2024-DOCUMENTS-0233-Warehouse,AMO-94182,DOCUMENTS item #233 with historical significance,79,DOCUMENTS,56518.698122049675,Warehouse-A,Wa5-A,30.0,Donation,09/24/2024,9776.704212216022,Remark for item 233,105 cm x 141 cm,INACTIVE,09/17/2024 12:00:00 AM,10/01/2024 12:00:00 AM
2024-DOCUMENTS-0234-Goldenberg,AMO-48854,DOCUMENTS item #234 with historical significance,84,DOCUMENTS,-1224.103711976837,Goldenberg,Go2-B,198.0,Transfer,01/21/2024,,Remark for item 234,185 cm x 118 cm,ACTIVE,02/23/2024 12:00:00 AM,02/29/2024 12:00:00 AM
2024-SCULPTURE-0235-Gallery,AMO-94746,SCULPTURE item #235 with historical significance,10,SCULPTURE,29289.273773858884,Gallery-East,Ga2-A,,Purchase,,4226.879747925737,Remark for item 235,68 cm x 76 cm,INACTIVE,07/27/2024 12:00:00 AM,08/08/2024 12:00:00 AM
2024-DOCUMENTS-0236-Gallery,AMO-66757,DOCUMENTS item #236 with historical significance,41,DOCUMENTS,39215.78893830872,Gallery-East,Ga1-B,159.0,Transfer,,-3824.617302900522,,101 cm x 138 cm,ACTIVE,02/24/2024 12:00:00 AM,03/04/2024 12:00:00 AM
2024-FURNITURE-0237-Goldenberg,AMO-46899,FURNITURE item #237 with historical significance,98,FURNITURE,,Goldenberg,Go4-B,57.0,Purchase,07/26/2024,4430.257299992197,Remark for item 237,46 cm x 86 cm,ACTIVE,12/12/2024 12:00:00 AM,01/09/2025 12:00:00 AM
2024-FURNITURE-0238-Goldenberg,AMO-82551,FURNITURE item #238 with historical significance,72,FURNITURE,31460.612171239696,Goldenberg,Go2-A,141.0,Donation,05/07/2024,-7793.697432115572,Remark for item 238,115 cm x 175 cm,ACTIVE,09/19/2024 12:00:00 AM,09/23/2024 12:00:00 AM
2024-MEMORABILIA-0239-Warehouse,AMO-38939,MEMORABILIA item #239 with historical significance,79,MEMORABILIA,-24581.462816644376,Warehouse-A,Wa3-A,14.0,Donation,09/15/2024,-9196.160888800503,,74 cm x 35 cm,ACTIVE,04/11/2024 12:00:00 AM,05/04/2024 12:00:00 AM
2024-SCULPTURE-0240-Gallery,AMO-53365,SCULPTURE item #240 with historical significance,46,SCULPTURE,,Gallery-East,Ga2-C,50.0,Transfer,08/11/2024,-347.0341722227888,Remark for item 240,154 cm x 155 cm,ACTIVE,07/05/2024 12:00:00 AM,07/30/2024 12:00:00 AM
2024-FURNITURE-0241-Gallery,AMO-32103,FURNITURE item #241 with historical significance,1,FURNITURE,22938.556394899057,Gallery-East,Ga3-A,93.0,Donation,12/11/2024,8511.785260480141,Remark for item 241,88 cm x 134 cm,INACTIVE,10/09/2024 12:00:00 AM,10/12/2024 12:00:00 AM
2024-MEMORABILIA-0242-Goldenberg,AMO-46780,MEMORABILIA item #242 with historical significance,18,MEMORABILIA,6852.36951049438,Goldenberg,Go5-A,,Purchase,,,Remark for item 242,,INACTIVE,10/24/2024 12:00:00 AM,11/11/2024 12:00:00 AM
2024-DOCUMENTS-0243-Warehouse,AMO-14804,DOCUMENTS item #243 with historical significance,71,DOCUMENTS,45715.3886392823,Warehouse-A,Wa3-C,,Transfer,10/24/2024,-5900.507291074457,,33 cm x 111 cm,ACTIVE,07/05/2024 12:00:00 AM,07/21/2024 12:00:00 AM
2024-ART-0244-Warehouse,AMO-90482,ART item #244 with historical significance,88,ART,-37584.560983878866,Warehouse-A,Wa2-C,145.0,Donation,03/24/2024,722.261505516906,Remark for item 244,,ACTIVE,09/06/2024 12:00:00 AM,09/13/2024 12:00:00 AM
2024-ART-0245-Storage,AMO-58422,ART item #245 with historical significance,30,ART,14601.636223482681,Storage-Facility-7,St1-C,121.0,Donation,01/02/2024,836.5262595295344,Remark for item 245,143 cm x 172 cm,ACTIVE,05/20/2024 12:00:00 AM,06/15/2024 12:00:00 AM
2024-FURNITURE-0246-Warehouse,AMO-59369,FURNITURE item #246 with historical significance,84,FURNITURE,-46686.05250099691,Warehouse-A,Wa4-B,,Transfer,04/17/2024,554.3998024360579,Remark for item 246,133 cm x 164 cm,ACTIVE,01/04/2024 12:00:00 AM,01/20/2024 12:00:00 AM
2024-MEMORABILIA-0247-Gallery,AMO-31706,MEMORABILIA item #247 with historical significance,30,MEMORABILIA,-27611.73751262133,Gallery-East,Ga1-C,93.0,Transfer,02/22/2024,4348.362744150192,Remark for item 247,133 cm x 182 cm,ACTIVE,09/02/2024 12:00:00 AM,09/17/2024 12:00:00 AM
2024-MEMORABILIA-0248-Warehouse,AMO-94837,MEMORABILIA item #248 with historical significance,53,MEMORABILIA,14164.956152421206,Warehouse-A,Wa1-A,162.0,Donation,10/05/2024,,Remark for item 248,113 cm x 163 cm,ACTIVE,10/15/2024 12:00:00 AM,11/04/2024 12:00:00 AM
2024-ART-0249-Storage,AMO-21239,ART item #249 with historical significance,28,ART,-18496.99465818388,Storage-Facility-7,St4-C,154.0,Purchase,10/27/2024,-1569.3345866834675,Remark for item 249,52 cm x 195 cm,ACTIVE,12/17/2024 12:00:00 AM,12/27/2024 12:00:00 AM
2024-DOCUMENTS-0250-Goldenberg,AMO-40122,DOCUMENTS item #250 with historical significance,49,DOCUMENTS,-21480.338047223788,Goldenberg,Go4-A,130.0,Donation,03/20/2024,,Remark for item 250,19 cm x 146 cm,ACTIVE,09/14/2024 12:00:00 AM,10/08/2024 12:00:00 AM
2024-ART-0251-Goldenberg,AMO-73208,ART item #251 with historical significance,85,ART,3433.0225681707034,Goldenberg,Go2-C,167.0,Transfer,07/12/2024,5775.711602506191,Remark for item 251,133 cm x 107 cm,ACTIVE,06/28/2024 12:00:00 AM,07/16/2024 12:00:00 AM
2024-SCULPTURE-0252-Goldenberg,AMO-65769,SCULPTURE item #252 with historical significance,18,SCULPTURE,-19643.151158388595,Goldenberg,Go3-B,105.0,Donation,01/23/2024,3520.232577589222,,143 cm x 11 cm,ACTIVE,07/11/2024 12:00:00 AM,07/31/2024 12:00:00 AM
2024-MEMORABILIA-0253-Storage,AMO-63588,MEMORABILIA item #253 with historical significance,47,MEMORABILIA,-8256.44045931102,Storage-Facility-7,St1-A,138.0,Purchase,06/20/2024,-2964.364161311721,Remark for item 253,115 cm x 151 cm,ACTIVE,10/12/2024 12:00:00 AM,10/27/2024 12:00:00 AM
2024-MEMORABILIA-0254-Storage,AMO-83281,MEMORABILIA item #254 with historical significance,72,MEMORABILIA,2324.2410011360544,Storage-Facility-7,St4-B,189.0,Purchase,11/04/2024,-4176.21161209687,Remark for item 254,51 cm x 35 cm,ACTIVE,04/19/2024 12:00:00 AM,05/05/2024 12:00:00 AM
2024-DOCUMENTS-0255-Storage,AMO-82165,DOCUMENTS item #255 with historical significance,79,DOCUMENTS,,Storage-Facility-7,St1-A,,Purchase,10/14/2024,,Remark for item 255,165 cm x 19 cm,ACTIVE,07/15/2024 12:00:00 AM,08/13/2024 12:00:00 AM
2024-DOCUMENTS-0256-Storage,AMO-88311,DOCUMENTS item #256 with historical significance,8,DOCUMENTS,,Storage-Facility-7,St2-C,133.0,Purchase,01/26/2024,-1768.2465267359103,Remark for item 256,53 cm x 182 cm,ACTIVE,01/19/2024 12:00:00 AM,01/30/2024 12:00:00 AM
2024-MEMORABILIA-0257-Goldenberg,AMO-30636,MEMORABILIA item #257 with historical significance,12,MEMORABILIA,-24946.947314721212,Goldenberg,Go3-B,133.0,Purchase,,10823.625664581947,Remark for item 257,195 cm x 153 cm,INACTIVE,10/25/2024 12:00:00 AM,11/05/2024 12:00:00 AM
2024-FURNITURE-0258-Storage,AMO-39661,FURNITURE item #258 with historical significance,78,FURNITURE,,Storage-Facility-7,St2-B,130.0,Purchase,02/17/2024,1176.317759858643,Remark for item 258,75 cm x 147 cm,ACTIVE,10/21/2024 12:00:00 AM,10/29/2024 12:00:00 AM
2024-DOCUMENTS-0259-Gallery,AMO-83815,DOCUMENTS item #259 with historical significance,62,DOCUMENTS,-12493.13769981464,Gallery-East,Ga2-B,8.0,Purchase,05/03/2024,2069.89955367111,Remark for item 259,189 cm x 68 cm,INACTIVE,06/10/2024 12:00:00 AM,06/23/2024 12:00:00 AM
2024-FURNITURE-0260-Goldenberg,AMO-44517,FURNITURE item #260 with historical significance,32,FURNITURE,2191.7987577292542,Goldenberg,Go3-A,142.0,Purchase,08/11/2024,-104.8479976661149,Remark for item 260,184 cm x 58 cm,INACTIVE,09/12/2024 12:00:00 AM,10/05/2024 12:00:00 AM
2024-MEMORABILIA-0261-Warehouse,AMO-41726,MEMORABILIA item #261 with historical significance,34,MEMORABILIA,20354.16750108563,Warehouse-A,Wa2-A,200.0,Donation,02/22/2024,4787.538550236526,Remark for item 261,,ACTIVE,10/04/2024 12:00:00 AM,11/03/2024 12:00:00 AM
2024-ART-0262-Gallery,AMO-58653,ART item #262 with historical significance,80,ART,-8262.528690263187,Gallery-East,Ga3-B,131.0,Transfer,04/25/2024,-1879.0912032234,,132 cm x 148 cm,ACTIVE,01/17/2024 12:00:00 AM,02/02/2024 12:00:00 AM
2024-FURNITURE-0263-Gallery,AMO-99959,FURNITURE item #263 with historical significance,100,FURNITURE,-1876.2924287911,Gallery-East,Ga2-B,3.0,Donation,,-10509.605823677924,Remark for item 263,166 cm x 76 cm,INACTIVE,04/05/2024 12:00:00 AM,04/22/2024 12:00:00 AM
2024-FURNITURE-0264-Warehouse,AMO-45311,FURNITURE item #264 with historical significance,61,FURNITURE,-32879.776554963806,Warehouse-A,Wa5-B,180.0,Purchase,06/28/2024,7834.371337222623,Remark for item 264,157 cm x 185 cm,ACTIVE,04/27/2024 12:00:00 AM,05/23/2024 12:00:00 AM
2024-ART-0265-Storage,AMO-40907,ART item #265 with historical significance,72,ART,46124.19283753209,Storage-Facility-7,St4-B,122.0,Donation,03/14/2024,-245.1801977818916,Remark for item 265,142 cm x 146 cm,ACTIVE,06/10/2024 12:00:00 AM,07/05/2024 12:00:00 AM
2024-DOCUMENTS-0266-Storage,AMO-42895,DOCUMENTS item #266 with historical significance,72,DOCUMENTS,19413.92407639416,Storage-Facility-7,St5-A,,Purchase,08/27/2024,2556.250772717681,Remark for item 266,102 cm x 102 cm,ACTIVE,10/13/2024 12:00:00 AM,10/30/2024 12:00:00 AM
2024-FURNITURE-0267-Storage,AMO-12599,FURNITURE item #267 with historical significance,53,FURNITURE,81972.02021138094,Storage-Facility-7,St1-B,167.0,Transfer,05/12/2024,6597.874557172884,Remark for item 267,124 cm x 30 cm,ACTIVE,07/14/2024 12:00:00 AM,08/02/2024 12:00:00 AM
2024-FURNITURE-0268-Gallery,AMO-92799,FURNITURE item #268 with historical significance,19,FURNITURE,1802.0602129808367,Gallery-East,Ga2-C,19.0,Purchase,,-3777.702203002129,Remark for item 268,191 cm x 78 cm,ACTIVE,11/05/2024 12:00:00 AM,11/25/2024 12:00:00 AM
2024-DOCUMENTS-0269-Storage,AMO-68313,DOCUMENTS item #269 with historical significance,100,DOCUMENTS,-35161.15800643931,Storage-Facility-7,St3-C,48.0,Transfer,03/24/2024,2017.3181793361155,Remark for item 269,30 cm x 63 cm,ACTIVE,03/26/2024 12:00:00 AM,04/07/2024 12:00:00 AM
2024-ART-0270-Goldenberg,AMO-18361,ART item #270 with historical significance,61,ART,-13908.768632107585,Goldenberg,Go5-A,22.0,Donation,10/05/2024,,Remark for item 270,68 cm x 73 cm,UNDER_REVIEW,05/25/2024 12:00:00 AM,06/08/2024 12:00:00 AM
2024-MEMORABILIA-0271-Warehouse,AMO-79041,MEMORABILIA item #271 with historical significance,22,MEMORABILIA,-30556.34273994185,Warehouse-A,Wa1-A,122.0,Transfer,09/09/2024,-2232.864421212633,,148 cm x 55 cm,ACTIVE,10/29/2024 12:00:00 AM,11/17/2024 12:00:00 AM
